,fyear,gvkey,sich,insbnk,understatement,option,p_aaer,new_p_aaer,misstate,act,ap,at,ceq,che,cogs,csho,dlc,dltis,dltt,dp,ib,invt,ivao,ivst,lct,lt,ni,ppegt,pstk,re,rect,sale,sstk,txp,txt,xint,prcc_f,dch_wc,ch_rsst,dch_rec,dch_inv,soft_assets,ch_cs,ch_cm,ch_roa,issue,bm,dpi,reoa,EBIT,ch_fcf
17,2000,1111,7372.0,0,0,0,2620.5,26206.0,0,298.23,60.98,359.957,181.30599999999998,125.55,409.809,27.281999999999996,10.231,577.59,63.401,6.3020000000000005,20.506999999999998,43.888000000000005,0.0,0.0,115.25,178.65099999999998,20.506999999999998,35.028,0.0,0.769,73.80199999999999,620.183,33.588,0.8590000000000001,12.037,9.399,24.3125,-0.187661828,-0.090617506,-0.10245276199999999,0.010258416999999999,0.6088699479999999,0.103097996,-0.044419742000000005,0.176143233,1,0.273341991,1.515912946,0.0021363660000000002,0.116522251,0.25366212
18,2000,1117,3663.0,0,0,0,2620.5,26206.0,0,13.388,3.6039999999999996,18.422,6.36,0.20800000000000002,14.453,5.346,0.848,3.25,6.353,1.2209999999999999,-1.162,8.94,0.9840000000000001,0.0,5.709,12.062000000000001,-1.4280000000000002,10.475999999999999,0.0,-18.299,3.7119999999999997,21.054000000000002,0.0,0.0,0.0,0.9329999999999999,0.4063,0.040605694,-0.010854028,0.065221078,-0.061586917000000005,0.834925632,-0.176637701,-0.32067824100000003,0.023156619,1,2.928429595,0.522044249,-0.9933232009999999,-0.026870047,0.065705633
19,2000,1121,5172.0,0,0,0,2620.5,26206.0,0,420.349,345.50300000000004,448.04400000000004,44.313,36.14,6996.090999999999,4.218,0.0,2.0,11.9,6.745,8.84,35.453,0.0,0.0,387.74300000000005,403.731,8.84,72.152,0.0,32.198,346.152,7022.16,0.0,0.0,5.082,0.172,14.0,0.003144009,-0.010014951,0.34860449200000004,0.037722712,0.857922436,0.78928777,-0.588490144,-0.006895729000000001,1,0.7504064220000001,0.88830337,0.071863478,0.031456732,0.016634911999999998
20,2000,1154,8711.0,0,0,0,2620.5,26206.0,0,14.026,1.636,19.21,4.601,0.048,22.7,4.402,7.025,0.0,0.12,1.1,0.331,6.893,0.0,0.0,13.919,14.609000000000002,0.331,16.304000000000002,0.0,2.821,6.361000000000001,30.646,0.0,0.0,0.006,0.574,1.5,0.199127688,0.016593973999999997,-0.097458264,0.051837369,0.727641853,0.086441978,0.427842858,0.047188794000000006,0,0.696804483,0.806266818,0.146850599,0.047423217000000004,0.03233569
21,2000,1161,3674.0,0,0,0,2620.5,26206.0,0,2657.6890000000003,477.369,5767.735,3171.667,1293.165,1935.567,314.137,129.57,135.789,1167.973,579.07,1006.07,343.541,0.0,701.7080000000001,1224.109,2596.0679999999998,983.0260000000001,5461.8009999999995,0.0,1762.236,547.2,4644.187,122.994,74.806,256.868,86.488,13.8125,0.074343402,0.187777298,0.023141644,0.02864895,0.318687145,0.592063171,0.218326616,0.214396201,1,0.7309643570000001,0.9420460540000001,0.305533455,0.229965836,0.028084558
22,2000,1165,5172.0,0,0,0,2620.5,26206.0,0,1.413,0.565,11.639000000000001,-16.404,0.177,4.599,7.997999999999999,0.376,0.331,15.695,0.168,-2.68,0.059000000000000004,8.816,0.0,3.168,24.108,-2.68,1.5830000000000002,3.8110000000000004,-31.105,0.43200000000000005,3.637,0.0,0.0,0.0,1.605,0.35,0.21295362,-0.21900811,0.01562208,0.0015696829999999999,0.8998195720000001,-0.523491799,0.026337088999999998,-0.960405649,1,-5.860036438,1.3174093340000002,-2.672480454,-0.09236188699999999,-0.6827372279999999
23,2000,1166,3559.0,0,0,0,2620.5,26206.0,0,523.155,133.631,730.33,289.453,100.274,441.329,48.797,41.888999999999996,73.664,29.721999999999998,49.027,92.061,176.495,0.0,0.005,307.165,337.67400000000004,88.50299999999999,301.249,0.0,51.931999999999995,224.016,877.977,119.052,21.581,21.432,9.606,9.3125,0.117833424,0.324007386,0.127493459,0.11818909300000001,0.667097066,1.19637331,0.8361091829999999,0.12339942,1,0.6369695129999999,0.631916445,0.071107582,0.163680802,-0.184359032
24,2000,1173,3812.0,0,0,0,2126.0,21261.0,1,16.498,1.252,21.473000000000003,13.130999999999998,1.077,15.110999999999999,3.92,1.0190000000000001,0.0,4.335,0.5429999999999999,0.456,9.949,0.0,0.0,3.8939999999999997,8.342,0.456,9.65,0.0,7.7,5.055,24.671999999999997,0.0,0.153,0.297,0.47100000000000003,12.1,-0.024770041,0.017311908,-0.013289037,-0.029696929,0.756252037,0.118097541,0.021997136,0.008572022,0,0.276838421,0.918965741,0.358589857,0.057001816,-0.00845255
25,2000,1186,1040.0,0,0,0,2620.5,26206.0,0,42.744,17.188,364.75199999999995,133.89,13.905999999999999,49.913000000000004,55.213,0.0,52.5,180.666,5.707999999999999,-5.169,9.651,0.168,0.0,23.86,228.297,-5.169,348.954,0.0,-22.345,15.005999999999998,66.971,7.023,2.175,-1.8130000000000002,14.059000000000001,6.0,0.00699566,0.016115815,0.02331482,0.008000243,0.18738485300000002,0.7842010229999999,-1.05842606,0.024811301,1,0.40416206299999996,1.224407862,-0.061260802,0.019402224,0.012734833000000001
26,2000,1209,2810.0,0,0,0,2620.5,26206.0,0,1805.0,512.6,8270.5,2821.3,94.1,3200.8,214.21900000000002,429.2,820.9,2615.8,593.6,124.2,482.2,0.0,0.0,1374.8,5333.7,124.2,10310.9,0.0,3260.1,982.7,5467.1,0.0,10.0,-13.7,214.1,36.0,0.004568036,-0.028959166,0.010662788999999999,-0.0027262809999999997,0.353025815,0.07442325,-0.021276355,-0.04224786,1,0.365837972,0.937355332,0.394184149,0.039247929,-0.010577972
27,2000,1210,3728.0,0,0,0,2620.5,26206.0,0,23.689,8.88,28.533,10.17,0.9740000000000001,58.165,2.705,0.7,0.0,5.269,0.826,1.2890000000000001,10.977,0.0,0.8759999999999999,11.440999999999999,18.363,1.2890000000000001,7.625,0.0,2.665,11.089,70.24600000000001,0.0,0.28800000000000003,0.6559999999999999,0.745,4.0,0.09178753199999999,0.029655606,0.11923230900000001,0.039070689,0.851820699,0.159325664,-0.098288455,0.03296873,0,0.9399260629999999,1.295275558,0.093400624,0.09427680199999999,0.005679544
28,2000,1213,4513.0,0,0,0,2620.5,26206.0,0,373.54900000000004,180.623,1745.9189999999999,862.855,40.39,2686.265,48.035,0.47700000000000004,8.0,322.23,206.40599999999998,14.286,43.231,0.0,0.0,335.79699999999997,883.064,28.491999999999997,2620.241,0.0,567.564,240.28,3275.95,1.2590000000000001,0.0,8.94,30.195,9.75,-0.09290478,-0.006105330999999999,-0.058282133,-0.000608999,0.223819662,0.080129691,-0.123107013,-0.041187086,1,1.842363875,1.15473576,0.32508037300000003,0.038734329,-0.039283376
29,2000,1228,3572.0,0,0,0,2620.5,26206.0,0,5.425,1.095,11.434000000000001,7.931,0.177,1.411,6.7620000000000005,1.368,1.249,0.0,0.414,-1.8259999999999998,1.113,3.025,0.0,2.463,2.463,-1.354,0.93,1.04,-47.808,4.0969999999999995,2.8289999999999997,1.412,0.0,0.0,0.062,2.125,0.17223073,0.127820317,0.327207759,-0.09770291,0.9295084840000001,-1.048616499,12.91333187,-0.151818614,1,0.551942516,0.537268841,-4.1812139230000005,-0.112996327,-0.326595202
30,2000,1230,4512.0,0,0,0,2620.5,26206.0,0,805.7,140.9,2630.0,862.3,461.7,2003.0,26.456999999999997,66.7,338.2,609.2,170.8,-13.4,63.7,0.0,360.6,710.8,1767.7,-70.3,2327.4,0.0,414.5,82.1,2177.2,1.2,0.0,-2.3,36.0,29.75,-0.00033263300000000004,-0.015384296,0.003118438,0.003908443,0.166577947,0.04412897,-0.585377605,-0.097841322,1,1.095546508,0.937049142,0.157604563,-0.01391635,-0.04598657
31,2000,1238,1311.0,0,0,0,2620.5,26206.0,0,1621.5,1160.0,12415.4,4404.9,44.6,2697.4,149.85299999999998,111.5,998.5,3427.0,847.2,950.6,328.5,0.0,0.0,1271.5,7173.7,950.6,14874.8,836.8,1327.5,1248.4,5300.3,494.4,0.0,544.5,216.4,71.8,0.019529985,0.094501213,0.071433909,0.011359277,0.139133657,0.73969483,-0.143925539,0.06812972,1,0.409398425,1.095917165,0.106923659,0.137852989,-0.017686594
32,2000,1239,5990.0,0,0,0,2620.5,26206.0,0,740.5369999999999,183.77,1389.819,636.481,114.95100000000001,1069.175,55.93899999999999,3.988,308.508,340.94800000000004,36.575,103.184,445.25699999999995,0.0,0.314,340.789,753.3380000000001,103.184,451.42800000000005,0.0,633.231,154.207,2247.163,2.7119999999999997,17.916,51.097,23.747,28.8125,0.025040855,0.005794077,0.007871491999999999,0.018155241000000003,0.744540836,0.140809193,0.006216648000000001,0.003553377,1,0.39490242700000006,0.9022894029999999,0.45562120000000006,0.128094378,0.007330774
33,2000,1240,5411.0,0,0,0,2620.5,26206.0,0,4300.0,2163.0,16078.0,5694.0,57.0,25298.0,405.0,82.0,1232.0,5942.0,1001.0,765.0,3364.0,0.0,0.0,3395.0,10384.0,765.0,15248.0,0.0,5241.0,583.0,36762.0,7.0,0.0,509.0,406.0,28.35,-0.00568509,0.005311006,-0.000251739,-0.007356639,0.397997263,-0.007525835,-0.009298683,0.011298158999999999,1,0.495917434,0.9849313359999999,0.32597338,0.10449060800000001,0.015936479
34,2000,1243,3350.0,0,0,0,2620.5,26206.0,0,4656.0,2257.0,18407.0,8867.0,261.0,7113.0,317.921,1413.0,1586.0,3195.0,561.0,618.0,2115.0,203.0,0.0,3840.0,9136.0,618.0,16786.0,160.0,4270.0,2280.0,9148.0,21.0,170.0,254.0,159.0,34.1875,0.056625142,0.263023783,0.06943658,0.059385617,0.44075623399999997,0.09978454099999999,-0.586808369,-0.0028393570000000003,1,0.815812112,1.303390627,0.231976965,0.05601130000000001,-0.251840317
35,2000,1246,5040.0,0,0,0,2620.5,26206.0,0,2512.5429999999997,226.838,6362.585,1441.092,170.032,3062.317,144.866,1457.795,2174.658,2012.31,195.09400000000002,25.96,321.471,2084.1020000000003,91.914,2308.531,4921.4929999999995,29.081999999999997,752.2560000000001,0.0,454.18300000000005,1810.266,5446.945,0.215,0.0,55.873000000000005,237.521,3.9375,0.036865321,-0.015485168,0.032483337,-0.0028734209999999997,0.923202126,-0.047582908,-0.064391829,-0.0010773010000000001,1,2.526414887,0.95255299,0.071383408,0.050683174000000004,0.014190188000000001
36,2000,1254,4400.0,0,0,0,2620.5,26206.0,0,208.86700000000002,63.075,1666.0120000000002,693.6510000000001,3.451,761.105,40.353,30.5,98.5,330.76599999999996,72.304,78.324,17.137,111.68299999999999,0.0,153.006,972.3610000000001,90.574,2021.227,0.0,614.5740000000001,141.553,1049.632,2.9610000000000003,0.0,44.391000000000005,24.252,26.25,0.0024403000000000003,0.013986179,0.003046347,0.000749813,0.297018269,0.122365752,0.046328325,0.016608729,1,0.654841028,1.048554217,0.3688893,0.095567739,-0.0042293159999999995
37,2000,1258,1311.0,0,0,0,2620.5,26206.0,0,16.248,1.5519999999999998,21.991999999999997,11.673,13.419,0.163,19.86,5.239,4.371,0.055999999999999994,0.382,2.205,0.0,0.0,13.005999999999998,9.258,9.314,2.205,4.203,0.293,10.317,0.361,1.386,0.64,0.0,0.0,0.47,1.0,-0.08423207099999999,0.8741242229999999,0.021412265,0.0,0.219761732,9.6,-0.9988443840000001,0.36381240600000003,1,0.587764351,0.15175702300000002,0.469125136,0.12163514,-0.6685035029999999
38,2000,1259,2836.0,0,0,0,2620.5,26206.0,0,0.28600000000000003,0.171,0.488,-0.132,0.257,0.0,18.432000000000002,0.006999999999999999,0.042,0.03,0.094,-1.722,0.0,0.0,0.0,0.59,0.62,-1.722,1.149,0.0,-56.676,0.0,0.0,0.594,0.0,-0.7559999999999999,0.005,0.9059999999999999,0.238159675,0.213802436,0.0,0.0,0.18237704899999999,0.067917957,-0.0232045695,-0.6820732970000001,1,-0.007904479,0.845248227,-89.01324503,-5.067622951000001,1.080739738
39,2000,1263,3312.0,0,0,0,2620.5,26206.0,0,472.0,57.0,1445.0,236.0,0.0,964.0,53.668,108.0,0.0,496.0,73.0,-60.0,306.0,0.0,0.0,285.0,1209.0,-60.0,1428.0,0.0,48.0,162.0,1106.0,1.0,10.0,3.0,87.0,0.55,0.016231475,-0.012702893,0.002117149,0.007762879,0.387543253,-0.012533572,9.063633272999999,0.01401441,1,4.937456507,0.904588759,0.033217993,0.020761246,0.028228652000000003
40,2000,1266,100.0,0,0,0,2620.5,26206.0,0,56.578,2.4290000000000003,176.87599999999998,103.545,19.851,32.778,7.028,1.2990000000000002,33.086,40.303000000000004,5.119,14.110999999999999,21.915,8.294,18.055,12.345999999999998,73.331,14.110999999999999,136.822,0.0,96.499,14.464,45.1,0.0,4.169,6.4639999999999995,3.451,16.125,0.047142284000000007,0.09145651,0.034805481,0.008202566,0.294946742,-0.061931479000000005,-0.37574342,0.056156205,1,0.9136874429999999,1.082003935,0.545574301,0.135835274,-0.031360284
41,2000,1279,4911.0,0,0,0,2620.5,26206.0,0,1127.895,386.746,7697.017,1740.681,18.021,3042.895,110.436,882.413,489.226,2559.51,247.933,318.692,142.418,147.078,0.0,1778.977,5882.335999999999,241.669,9506.969000000001,74.0,941.9580000000001,568.053,4011.8520000000003,0.0,114.152,188.357,229.324,48.1875,0.010151718,0.01642398,0.027415317,-0.001707555,0.277985355,0.395028864,-0.414052744,-0.006394268000000001,1,0.327095166,1.099723657,0.12237961800000001,0.085663056,-0.013353075
42,2000,1281,3663.0,0,0,0,2620.5,26206.0,0,217.125,45.181000000000004,473.022,234.981,10.539000000000001,264.207,28.022,3.7960000000000003,16.531,134.639,21.175,10.753,101.64,0.0,0.0,84.494,237.924,12.052999999999999,104.66,0.0,37.119,93.815,392.608,1.337,3.9219999999999997,7.53,11.022,17.9375,0.041512161,0.014337141999999999,0.013891473,0.040947502000000004,0.890453298,0.170114713,0.21997105100000003,0.032302713999999996,1,0.46748933200000004,0.9087700129999999,0.07847203700000001,0.064701008,0.020215219
43,2000,1283,3576.0,0,0,0,2620.5,26206.0,0,58.913999999999994,3.448,80.808,62.435,27.406999999999996,41.211999999999996,1.171,8.7,0.0,0.0,2.519,3.955,19.808,0.0,24.695,17.956,18.266,3.955,25.862,0.0,60.117,10.286,72.516,0.0,0.0,1.119,0.321,53.0,0.016874165,-0.001901884,-0.00213119,0.041720059,0.505865756,0.329953883,0.306619368,0.008791502,0,1.005993909,0.857725673,0.7439486190000001,0.066763192,0.016348111999999998
44,2000,1300,3728.0,0,0,0,2620.5,26206.0,0,10661.0,2364.0,25175.0,9707.0,1196.0,17265.0,807.2919999999999,1682.0,1810.0,3941.0,995.0,1659.0,3734.0,0.0,0.0,7214.0,15468.0,1659.0,12460.0,0.0,10263.0,4623.0,25023.0,296.0,92.0,739.0,497.0,47.3125,0.043981767000000005,0.07428853,0.029855037,0.01223769,0.7447467729999999,0.112861854,0.145884561,-0.010721126000000001,1,0.25414319399999996,0.8465341609999999,0.407666336,0.114995035,-0.06944273299999999
45,2000,1308,7600.0,0,0,0,2620.5,26206.0,0,1.073,0.20800000000000002,2.128,-66.64399999999999,0.358,3.165,1.588,0.212,0.0,0.337,0.15,-0.18899999999999997,0.122,0.0,0.0,67.546,68.77199999999999,-0.18899999999999997,2.8510000000000004,0.0,-75.975,0.5489999999999999,4.552,0.0,0.0,0.0,0.038,1.4380000000000002,0.142421603,-0.020034843,-0.009146341,-0.015243902,0.33599624100000003,-0.005004352,0.248417113,-0.037386656000000004,0,-7.034304207000001,0.992883895,-35.70253759,-0.070958647,-0.013066201999999999
46,2000,1318,4812.0,0,0,0,2620.5,26206.0,0,1780.7,688.4,12182.0,5094.9,67.2,4446.3,312.98400000000004,68.3,835.5,4611.7,927.8,1965.4,239.9,90.6,0.0,1515.9,7085.2,1928.8,12113.4,1.9,3852.9,1273.6,7067.0,31.2,166.0,1385.3,310.8,62.4375,0.027560132999999997,0.079925848,0.030618391000000002,0.0066629490000000005,0.456887211,0.090749106,-0.148548906,0.09025561300000001,1,0.260716203,1.00706156,0.316278115,0.297561977,0.023032467999999997
47,2000,1324,4955.0,0,0,0,2620.5,26206.0,0,9.953,1.089,31.029,27.521,4.398,10.195,4.323,0.265,0.265,0.551,1.5590000000000002,1.499,0.33299999999999996,8.113,0.0,2.8569999999999998,3.508,1.499,9.287,0.0,8.45,4.99,18.738,0.0,0.036000000000000004,-0.532,0.0,3.4063,0.011221088999999998,-0.017283826999999998,0.010048735999999999,-0.0013733270000000001,0.711141191,0.152879385,-0.042640705999999994,-0.022013899,1,1.8689705369999998,0.948412971,0.272325889,0.031164395,-0.001038369
48,2000,1331,3357.0,0,0,0,2620.5,26206.0,0,613.1669999999999,143.969,2093.746,64.203,30.291999999999998,1666.615,13.712,323.994,61.232,1255.3319999999999,63.37,-11.248,261.85900000000004,0.0,7.739,572.54,1968.912,-11.248,658.716,0.42700000000000005,-4.061,280.411,2049.048,0.595,0.0,1.119,153.684,2.1875,-0.016172536,-0.018524913,0.008953155,-0.024179316,0.727295479,0.067917957,-0.0232045695,-0.0018932229999999999,1,2.140456743,0.974302122,-0.001939586,0.068563713,-0.026154538499999998
49,2000,1334,7373.0,0,0,0,2620.5,26206.0,0,8.117,2.035,19.644000000000002,-5.867000000000001,4.0969999999999995,9.933,14.232999999999999,0.0,0.0,0.0,1.3359999999999999,-7.555,0.0,0.0,0.0,5.062,5.662999999999999,-7.555,3.992,19.848,-52.727,3.2510000000000003,14.197000000000001,13.62,0.0,0.021,0.025,0.5625,-0.049675965999999995,0.023419463999999997,-0.007787945,0.0,0.650936673,-0.622432319,-0.280137087,0.150810045,1,-0.73281966,1.3071194720000001,-2.684127469,-0.38225412299999995,0.23519595
50,2000,1356,3350.0,0,0,0,2620.5,26206.0,0,7578.0,1876.0,31691.0,11366.0,371.0,17342.0,865.5169999999999,3146.0,2448.0,4987.0,1207.0,1489.0,2703.0,0.0,56.0,7954.0,18755.0,1484.0,22600.0,56.0,6231.0,3815.0,22936.0,251.0,702.0,942.0,447.0,33.5,0.034456591,0.222162972,0.059519659,0.04450643,0.58281531,0.31864827,0.044104982,-0.000177705,1,0.39200106100000004,1.032018015,0.196617336,0.090656653,-0.20431938
